As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,WB Contract Number,Major Sector,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118838,AG PROD,Agricultural Inputs,Goods,SHOP,Recipient Executed Activities,1324823,"Agriculture, fishing, and forestry",procurement of winter wheat seeds,9/7/2012 0:00,JAAIL,Kyrgyz Republic,KG,"$27,998.00 ",APAP/GW-3 WINTER WHEAT SEEDS
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P126873,BUILDING CAPACITY FOR LOCAL GOVERNANCE,Project Management,Consultant Services,Single Source Selection,Recipient Executed Activities,1326670,"Public Administration, Law, and Justice",Project Coordinator,8/9/2012 0:00,ASKAR SATYBEKOV,Kyrgyz Republic,KG,$59.00 ,ARIS-1-AP-HO-LC-122
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096993,AISP,Project Management,Consultant Services,Single Source Selection,IBRD/IDA,1326553,"Agriculture, fishing, and forestry",project coordinator,8/9/2012 0:00,ASKAR SATYBEKOV,Kyrgyz Republic,KG,$59.00 ,ARIS-1-AP-HO-LC-12-2
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P110267,RURAL WATER SUPPLY & SAN 2,Project Management,Consultant Services,Single Source Selection,IBRD/IDA,1326545,"Water, sanitation and flood protection",project coordinator,8/9/2012 0:00,ASKAR SATYBEKOV,Kyrgyz Republic,KG,"$5,157.00 ",ARIS-1-AP-HO-LC-12-2
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P104994,BISHKEK AND OSH URBAN INFRASTRUCTURE,Project Management,Consultant Services,Single Source Selection,IBRD/IDA,1326552,"Water, sanitation and flood protection",project coordinator,8/9/2012 0:00,ASKAR SATYBEKOV,Kyrgyz Republic,KG,$593.00 ,ARIS-1-AP-HO-LC-12-2
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096993,AISP,Financial Services,Consultant Services,Single Source Selection,IBRD/IDA,1326556,"Agriculture, fishing, and forestry",Financial Manager,8/9/2012 0:00,DINARA DUISHENKUL KYZY,Kyrgyz Republic,KG,"$1,186.00 ",ARIS-28-AP-HO-LC-12-3
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P126873,BUILDING CAPACITY FOR LOCAL GOVERNANCE,Financial Services,Consultant Services,Single Source Selection,Recipient Executed Activities,1326671,"Public Administration, Law, and Justice",Financial Manager,8/9/2012 0:00,DINARA DUISHENKUL KYZY,Kyrgyz Republic,KG,"$1,186.00 ",ARIS-28-AP-HO-LC-12-3
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P110267,RURAL WATER SUPPLY & SAN 2,Financial Services,Consultant Services,Single Source Selection,IBRD/IDA,1326557,"Water, sanitation and flood protection",Financial Manager,8/9/2012 0:00,DINARA DUISHENKUL KYZY,Kyrgyz Republic,KG,"$1,186.00 ",ARIS-28-AP-HO-LC-12-3
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P104994,BISHKEK AND OSH URBAN INFRASTRUCTURE,Financial Services,Consultant Services,Single Source Selection,IBRD/IDA,1326558,"Water, sanitation and flood protection",Financial Manager,8/9/2012 0:00,DINARA DUISHENKUL KYZY,Kyrgyz Republic,KG,"$1,186.00 ",ARIS-28-AP-HO-LC-12-3
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108525,CAPACITY BLDG ECON MGT,Financial Services,Consultant Services,Single Source Selection,IBRD/IDA,1326007,"Public Administration, Law, and Justice",Contruct on Public investment management,9/10/2012 0:00,PAUL HARNETT,Ireland,IE,"$58,221.00 ",CBEM /??2-5-3
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108525,CAPACITY BLDG ECON MGT,Project Management,Consultant Services,Individual,IBRD/IDA,1326006,"Public Administration, Law, and Justice",CBEM Project manager,7/24/2012 0:00,AZAMAT USUBALIEV,Kyrgyz Republic,KG,"$5,821.00 ",CBEM/CS/K0-4-1/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108525,CAPACITY BLDG ECON MGT,Administrative Services,Consultant Services,Individual,IBRD/IDA,1326008,"Public Administration, Law, and Justice",Contract for HR and Analysis Specialist,8/29/2012 0:00,ERKAIYM MAMBETALIEVA,Kyrgyz Republic,KG,"$4,454.00 ",CBEM/CS/K3-3
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108525,CAPACITY BLDG ECON MGT,Training/Knowledge Transfer,Consultant Services,Single Source Selection,IBRD/IDA,1326529,"Public Administration, Law, and Justice","training ""Personnel Management Strategy"" for the purposes of",9/18/2012 0:00,"BISHKEK BUSINESS SCHOOL ""HUMAN RESOUR""",Kyrgyz Republic,KG,"$28,340.00 ",CBEM/TRAINING/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,Training/Knowledge Transfer,Consultant Services,CQS,Recipient Executed Activities,1326708,"Public Administration, Law, and Justice",Training courses on English language,10/3/2012 0:00,CONTINUING EDUCATION CENTER AUCA,Kyrgyz Republic,KG,"$13,983.00 ",CBPFM/FIRM-T-1-6/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,ICT/Telecommunications Services,Consultant Services,Single Source Selection,Recipient Executed Activities,1324575,"Public Administration, Law, and Justice",video and audio recording of budget code discussions,8/9/2012 0:00,KGSTAN MEDIA CENTER LLC,Kyrgyz Republic,KG,"$1,485.00 ",CBPFM/NCS/SSS/T-2-5/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,Miscellaneous,Goods,SHOP,Recipient Executed Activities,1327236,"Public Administration, Law, and Justice",Supply of Furniture,10/15/2012 0:00,OJSC LOGIC,Kyrgyz Republic,KG,"$56,700.00 ",CBPFM/SH/CE_FURNITURE/G-7/2012/L
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,Miscellaneous,Goods,SHOP,Recipient Executed Activities,1327237,"Public Administration, Law, and Justice",Supply of Furniture,10/15/2012 0:00,"""GRAND PRO"" OJSC",Kyrgyz Republic,KG,"$13,143.00 ",CBPFM/SH/CE_FURNITURE/G-7/2012/L
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,Equipment Information Technology,Goods,SHOP,Recipient Executed Activities,1326310,"Public Administration, Law, and Justice",procurement of computer and office equipment,10/3/2012 0:00,OJSC LOGIC,Kyrgyz Republic,KG,"$39,885.00 ",CBPFM/SH/PPD-PIU/G-9/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P107608,NATL. ROAD REHAB (Osh-Batken-Isfana),Audit Services,Consultant Services,Least Cost Selection,IBRD/IDA,1324458,Transportation,audit of the project financial statements for FY2011,7/31/2012 0:00,DELOITTE & TOUCHE,Kyrgyz Republic,KG,"$26,000.00 ",OBI/CS-LCS-01
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096409,OIP-2,Training/Knowledge Transfer,Consultant Services,Single Source Selection,IBRD/IDA,1322025,"Agriculture, fishing, and forestry",water management and O&M specialist,7/6/2012 0:00,ALAN D. BEADLE,United Kingdom,GB,"$50,273.00 ",OIP-2 AF-CS/IND/SSS/01
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096409,OIP-2,Project Management,Consultant Services,Individual,IBRD/IDA,1324852,"Agriculture, fishing, and forestry",contract of Monitoring and Evaluation Specialist/Economist,7/12/2012 0:00,URAN ZHUNUSOV,Kyrgyz Republic,KG,"$11,176.00 ",OIP2/IDA/CS/IND/06
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096409,OIP-2,"Feasibility studies, Design Studies",Consultant Services,Single Source Selection,IBRD/IDA,1327711,"Public Administration, Law, and Justice",Consultant providing advices on a gender-survey,11/21/2012 0:00,SABINA RUSTAMOVA,United Kingdom,GB,"$11,161.00 ",OIP-2AF/CS/SSS/51
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096409,OIP-2,"Feasibility studies, Design Studies",Consultant Services,Individual,IBRD/IDA,1328203,"Agriculture, fishing, and forestry",Engineer to design irrigation systems,7/6/2012 0:00,USENOV BAKYT,Kyrgyz Republic,KG,"$7,620.00 ",OIP-2AF-CS/IND/11
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096409,OIP-2,"Construction Supervision, Quality Manage",Consultant Services,Single Source Selection,IBRD/IDA,1326125,"Agriculture, fishing, and forestry",Contract for design-engineers for north region,7/6/2012 0:00,KUBANYCHBEK SAMSALIEV,Kyrgyz Republic,KG,"$7,620.00 ",OIP-2AF-CS/IND/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096409,OIP-2,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,IBRD/IDA,1326123,"Agriculture, fishing, and forestry",Contract for asset management specialist,7/19/2012 0:00,SEGIZBAYEV OMURZHAN,Kyrgyz Republic,KG,"$7,620.00 ",OIP-2AF-CS/IND/SSS/02
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096409,OIP-2,"Feasibility studies, Design Studies",Consultant Services,Single Source Selection,IBRD/IDA,1328201,"Agriculture, fishing, and forestry",Engineer to design irrigation systems,7/6/2012 0:00,ABDYGAZIEV MURAT,Kyrgyz Republic,KG,"$7,620.00 ",OIP-2AF-CS/SSS/10
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P084977,HEALTH & SOC PROT,Audit Services,Consultant Services,Single Source Selection,IBRD/IDA,1327244,Health and other social services,Audit Services,8/25/2012 0:00,SGS NEDERLAND B.V. (THE NETHERLANDS),Netherlands,NL,"$85,804.00 ",CONTRACT NO. 2012-TA-17
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P126736,Kyrgyz Republic: EITI Compliance Phase I,Audit Services,Consultant Services,CQS,Recipient Executed Activities,1326937,Energy and mining,Audit Services,9/21/2012 0:00,KPMG,Kyrgyz Republic,KG,"$39,900.00 ",CONTRACT NO.1606 A-A/6CQS
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P123044,EMERGENCY RECOVERY,"Equipment, Electrical",Goods,International Competitive Bidding,IBRD/IDA,1328040,Energy and mining,"Procurement of Power Transformer ""Jalalabatelectro"" OJSC",7/12/2012 0:00,AO KENTAUSKIY TRANSFORMATORNIY ZAVOD,Kazakhstan,KZ,"$171,132.00 ",CONTRACT NO.KG-PCO-013/1-J
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P123044,EMERGENCY RECOVERY,"Equipment, Electrical",Goods,International Competitive Bidding,IBRD/IDA,1328041,Energy and mining,"Procurement of power transformer ""Oshelectro"" OJSC",7/12/2012 0:00,AO KENTAUSKIY TRANSFORMATORNIY ZAVOD,Kazakhstan,KZ,"$171,132.00 ",CONTRACT NO.KG-PCO-013/1-O
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108178,SECOND LAND & REAL ESTATE REGISTRATION,Audit Services,Consultant Services,CQS,IBRD/IDA,1325248,"Public Administration, Law, and Justice",contract for audit services,8/17/2012 0:00,DELOITTE & TOUCHE,Kyrgyz Republic,KG,"$31,600.00 ",SLRERP/AUDIT/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108178,SECOND LAND & REAL ESTATE REGISTRATION,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1324898,"Public Administration, Law, and Justice",procurement of server equipment for dual data centre,7/4/2012 0:00,INTER ALLIANCE LTD,Kyrgyz Republic,KG,"$198,475.00 ",SLRERP/ICB-05/2011
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118423,FTI-CATALYTIC FUND 2ND YEAR ALLOCATION,Audit Services,Consultant Services,Least Cost Selection,Recipient Executed Activities,1326678,Education,Consultant Services for the Audit,9/13/2012 0:00,DELOITTE&TOUCHE LLC,Kyrgyz Republic,KG,"$26,220.00 ",FTI/CS/LCS/3.2/01C-2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118423,FTI-CATALYTIC FUND 2ND YEAR ALLOCATION,"Equipment, Educational",Goods,Direct Contracting,Recipient Executed Activities,1326924,Education,Supply of goods (books),9/25/2012 0:00,THE BRANCH OF AGA KHAN FOUNDATION KR,Kyrgyz Republic,KG,"$219,215.00 ",FTI2/G/DC/2.1/STROY BOOKS-01/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118423,FTI-CATALYTIC FUND 2ND YEAR ALLOCATION,Equipment Information Technology,Goods,International Competitive Bidding,Recipient Executed Activities,1325255,Education,procurement and installation of computer equipment,8/15/2012 0:00,OJSC LOGIC,Kyrgyz Republic,KG,"$112,576.00 ",FTI2/G/ICB/1.2/COMPUTER EQUIPMEN
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P088671,WATER MGMT IMPRVMT,"Sector studies, Master Plans",Consultant Services,Single Source Selection,IBRD/IDA,1327985,"Agriculture, fishing, and forestry",Irrigation engineer,8/23/2012 0:00,DAMIRA ALCHIBEKOVA,Kyrgyz Republic,KG,"$4,242.00 ",WMIP/ CONTRACT OF AN IRRIGATION
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P088671,WATER MGMT IMPRVMT,Project Management,Consultant Services,Single Source Selection,IBRD/IDA,1327982,"Agriculture, fishing, and forestry","International management, operation and maintenance speciali",9/14/2012 0:00,IAN MCANDERSON,United Kingdom,GB,"$87,940.00 ",WMIP/CONTRACT INTERN MANAG SPECI
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P088671,WATER MGMT IMPRVMT,Research/Development Services,Consultant Services,Single Source Selection,IBRD/IDA,1327984,"Agriculture, fishing, and forestry",International Water Resources Management Specialist,9/14/2012 0:00,MARK SVENDSEN,United States,US,"$87,155.00 ",WMIP/INTERN WATER RESOUR-S MAN-T
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P088671,WATER MGMT IMPRVMT,"Equipment, Construction",Goods,International Competitive Bidding,IBRD/IDA,1326231,"Agriculture, fishing, and forestry",procurement of machinery and construction equipment for WUA,9/3/2012 0:00,ENVOD CJSC,Kyrgyz Republic,KG,"$516,000.00 ",WMIP/KR/WUA EQUIPMENT/2012 LOT #
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P126736,Kyrgyz Republic: EITI Compliance Phase I,Miscellaneous,Goods,SHOP,Recipient Executed Activities,1325412,Energy and mining,contract for production and release of periodic information,9/4/2012 0:00,NTS TRC,Kyrgyz Republic,KG,"$15,000.00 ",2 G-W
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P074027,LA-Health Services Improvement Project,Financial Services,Consultant Services,CQS,IBRD/IDA,1326989,Health and other social services,Contract for Consulting Services on Financial Management and,10/5/2012 0:00,"ACCOUNTING &AUDITING SERVICES CO.,LTD",Lao People's Democratic Republic,LA,"$92,400.00 ",CQS-COF-03
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P110978,LA-Rural Electrification Phase II,"Equipment, Electrical",Goods,International Competitive Bidding,IBRD/IDA,1324131,Energy and mining,"Purchase Low Voltage Capacitor 1,208 units.",8/10/2012 0:00,"SAMWHA CO., LTD",Thailand,TH,"$155,966.00 ",582/EDL
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P114609,LA-Catalytic Fund EFA/FTI,Financial Services,Consultant Services,Individual,Recipient Executed Activities,1328492,Education,Financial Assistant,9/21/2012 0:00,MR. ANUSAK SIPHANTHONG,Lao People's Democratic Republic,LA,"$8,818.00 ",REF. NO 5234/DP.ECU/2012
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P114609,LA-Catalytic Fund EFA/FTI,Financial Services,Consultant Services,Quality Based Selection,Recipient Executed Activities,1325246,Education,National Financial Officer,8/1/2012 0:00,MR. SOMBATH MARKVILAY,Lao People's Democratic Republic,LA,"$11,964.00 ",REF. NO. 4163/DP.ECU/2012
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P114609,LA-Catalytic Fund EFA/FTI,"Management Advice, Technical/Operation A",Consultant Services,Individual,Recipient Executed Activities,1328490,Education,Community Based Development Advisor (CBDA),11/1/2012 0:00,PASONGXAY PHOMMAXAYSY,Lao People's Democratic Republic,LA,"$19,763.00 ",REF NO 5335/DP.ECU/2012
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P109736,LA -TA for Hydropower and Mining sectors,Institution building,Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1328350,Energy and mining,"Institutional, technical, financial and legal advisory servi",11/7/2012 0:00,SOCIETE FRANCAISE DE REALIZATION DETUD,France,FR,"$739,259.00 ",MEM/HMTA/DEB-IPPCONSESSION MANAG
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P109736,LA -TA for Hydropower and Mining sectors,Financial Services,Consultant Services,Individual,IBRD/IDA,1326002,Energy and mining,Customization and installation of K-PACC (Accounting Softwar,7/31/2012 0:00,BOUNMY KOUNLATH,Lao People's Democratic Republic,LA,"$6,333.00 ",MEM/HMTA/SIC-SSS/ACCOUNTING SOFT
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P090693,Lao Environment and Social Project,Financial Services,Consultant Services,Single Source Selection,IBRD/IDA,1324779,"Agriculture, fishing, and forestry",National Financial Consultant,9/4/2012 0:00,MS. MALAPHONE TANSAVAT,Lao People's Democratic Republic,LA,$499.00 ,012 - NATIONAL FM CONSULTANT
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P074027,LA-Health Services Improvement Project,Financial Services,Consultant Services,Individual,IBRD/IDA,1326984,Health and other social services,Provincial Financial Accountant,10/15/2012 0:00,MS. OUNHEANE LUANGMAHALATH,Lao People's Democratic Republic,LA,"$6,000.00 ","PROVINCIAL ACCOUNTANT, SV"
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P074027,LA-Health Services Improvement Project,Financial Services,Consultant Services,Individual,IBRD/IDA,1326988,Health and other social services,"Provincial Financial Accountant, Attapeu Province",10/15/2012 0:00,MS. THONGDY KHOTYOTHA,Lao People's Democratic Republic,LA,"$6,000.00 ","PROVINCIAL ACCOUNTANT, ATTAPEU P"
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P074027,LA-Health Services Improvement Project,Financial Services,Consultant Services,Individual,IBRD/IDA,1326987,Health and other social services,"Provincial Financial Accountant, Sekong Province",10/15/2012 0:00,MR. SOUBAN CHANTHAVONG,Lao People's Democratic Republic,LA,"$6,000.00 ","PROVINCIAL ACCOUNTANT, SEKONG PR"
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P074027,LA-Health Services Improvement Project,Financial Services,Consultant Services,Individual,IBRD/IDA,1326985,Health and other social services,"Provincial Financial Accountant, Salavan Province",10/15/2012 0:00,MR. BOUNMAK SOSENGPHET,Lao People's Democratic Republic,LA,"$6,000.00 ","PROVINCIAL ACCOUNTANT, SALAVAN P"
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P074027,LA-Health Services Improvement Project,Financial Services,Consultant Services,Individual,IBRD/IDA,1326986,Health and other social services,"Provincial Financial Accountant, Champassak Province",10/15/2012 0:00,MR. SONDAXAY KEOSACKSITH,Lao People's Democratic Republic,LA,"$6,000.00 ","PROVINCIAL ACCOUNTANT, CHAMPASSA"
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P129182,LA-Mainstreaming Disaster & Climate Ris,Administrative Services,Consultant Services,Quality Based Selection,Recipient Executed Activities,1324361,"Agriculture, fishing, and forestry",Project Accountant/Administrator,8/13/2012 0:00,MS. MALAYPHONE PHOUNSAVATH,Lao People's Democratic Republic,LA,"$9,600.00 ",PROJECT ACCOUNTANT/ADMINISTRATOR
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P129182,LA-Mainstreaming Disaster & Climate Ris,"Tender Documents, Procurement Assistance",Consultant Services,Individual,Recipient Executed Activities,1326993,"Agriculture, fishing, and forestry",Procurement Specialist,10/18/2012 0:00,DIRK OVERWEG,Netherlands,NL,"$6,500.00 ",PROCUREMENT SPECIALIST
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P123480,LA-Poverty Reduction Fund II,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1325175,"Public Administration, Law, and Justice",Procurement of IT Equipment,7/19/2012 0:00,NSV COMPUTER CO. LTD,Lao People's Democratic Republic,LA,"$151,355.00 ",PRFII/IT.COMPUTER/G-ICB/03-2012
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P074027,LA-Health Services Improvement Project,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1326992,Health and other social services,Assistant to Procurement Specialist,10/9/2012 0:00,MR. PHANTHANOU LUANGXAY,Lao People's Democratic Republic,LA,"$14,000.00 ",ASSISTANT TO PROCUREMENT SPECIAL
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P101750,Lao PDR Customs and Trade Facilitation,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,IBRD/IDA,1325350,"Public Administration, Law, and Justice",Expert on Customs Broker Management Mechanism,7/30/2012 0:00,INT'L FEDERATION OF CUSTOMS BROKERS,Canada,CA,"$76,610.00 ",B1/C003/CTFP/08-2012
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P114609,LA-Catalytic Fund EFA/FTI,Education Services,Consultant Services,Quality Based Selection,Recipient Executed Activities,1324358,Education,International Consultant for Non-Formal Education,7/26/2012 0:00,MS. MYRNA BARRACOSO LIM,Philippines,PH,"$82,124.00 ",NO 1097/MOES/2012
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,LA,P064886,LA-SUSTAINABLE FORESTRY FOR RURAL DEV.,Equipment Information Technology,Goods,National Competitive Bidding,IBRD/IDA,1324452,"Agriculture, fishing, and forestry",NCB/Additional Computer and Accessories Package (Lot 1),8/23/2012 0:00,"IT EXPERT CO., LTD",Lao People's Democratic Republic,LA,"$119,601.00 ",NO 2691/DOF
